Age	Attrition	Department	EducationField	EmployeID	Gender	JobRole	MaritalStatus	MonthlyIncome
21	No	Research & Development	Technical Degree	1131	Female	Research Scientist	Single	2070
39	No	Research & Development	Life Sciences	1132	Male	Laboratory Technician	Single	6782
36	No	Research & Development	Life Sciences	1133	Male	Manufacturing Director	Single	7779
31	No	Sales	Life Sciences	1135	Male	Sales Representative	Married	2791
28	No	Research & Development	Life Sciences	1136	Male	Research Scientist	Married	3201
35	No	Sales	Marketing	1137	Male	Sales Executive	Divorced	4968
49	No	Sales	Technical Degree	1138	Male	Sales Executive	Married	13120
34	No	Research & Development	Life Sciences	1140	Male	Manufacturing Director	Single	4033
29	No	Research & Development	Life Sciences	1143	Female	Research Scientist	Divorced	3291
42	No	Research & Development	Medical	1148	Male	Laboratory Technician	Single	4272
29	No	Research & Development	Medical	1150	Male	Manufacturing Director	Married	5056
38	No	Human Resources	Human Resources	1152	Male	Human Resources	Married	2844
28	No	Research & Development	Life Sciences	1154	Male	Research Scientist	Divorced	2703
18	Yes	Research & Development	Medical	1156	Male	Laboratory Technician	Single	1904
33	Yes	Sales	Marketing	1157	Female	Sales Executive	Single	8224
41	No	Research & Development	Life Sciences	1158	Male	Laboratory Technician	Married	4766
31	Yes	Research & Development	Medical	1160	Male	Laboratory Technician	Married	2610
37	No	Research & Development	Medical	1161	Female	Healthcare Representative	Divorced	5731
27	No	Research & Development	Life Sciences	1162	Male	Research Scientist	Married	2539
34	No	Sales	Life Sciences	1163	Female	Sales Executive	Married	5714
35	No	Human Resources	Technical Degree	1164	Male	Human Resources	Single	4323
29	Yes	Sales	Life Sciences	1165	Female	Sales Executive	Married	7336
40	No	Research & Development	Medical	1166	Female	Research Director	Single	13499
42	Yes	Sales	Life Sciences	1167	Male	Sales Executive	Single	13758
42	No	Sales	Marketing	1171	Male	Sales Executive	Single	5155
35	No	Research & Development	Medical	1172	Male	Laboratory Technician	Married	2258
24	No	Research & Development	Medical	1173	Male	Laboratory Technician	Single	3597
28	Yes	Research & Development	Life Sciences	1175	Female	Laboratory Technician	Married	2515
26	No	Research & Development	Medical	1177	Male	Laboratory Technician	Married	4420
30	No	Sales	Marketing	1179	Male	Sales Executive	Married	6578
40	No	Research & Development	Medical	1180	Female	Research Scientist	Married	4422
35	No	Research & Development	Life Sciences	1182	Male	Manufacturing Director	Divorced	10274
34	No	Research & Development	Medical	1184	Male	Healthcare Representative	Single	5343
35	No	Research & Development	Other	1185	Male	Laboratory Technician	Married	2376
43	Yes	Sales	Marketing	1188	Female	Sales Executive	Single	5346
32	No	Sales	Life Sciences	1190	Female	Sales Representative	Divorced	2827
56	No	Research & Development	Technical Degree	1191	Female	Manager	Divorced	19943
29	No	Research & Development	Medical	1192	Female	Laboratory Technician	Married	3131
19	No	Research & Development	Life Sciences	1193	Male	Research Scientist	Single	2552
45	No	Research & Development	Medical	1195	Female	Research Scientist	Married	4477
37	No	Research & Development	Life Sciences	1196	Female	Manufacturing Director	Married	6474
20	No	Research & Development	Life Sciences	1198	Male	Laboratory Technician	Single	3033
44	Yes	Research & Development	Life Sciences	1200	Male	Research Scientist	Single	2936
53	No	Research & Development	Medical	1201	Female	Manager	Divorced	18606
29	No	Research & Development	Life Sciences	1202	Female	Research Scientist	Married	2168
22	Yes	Research & Development	Life Sciences	1203	Male	Research Scientist	Married	2853
46	No	Sales	Marketing	1204	Female	Manager	Married	17048
44	No	Research & Development	Life Sciences	1206	Male	Research Scientist	Single	2290
33	No	Human Resources	Human Resources	1207	Male	Human Resources	Married	3600
41	Yes	Research & Development	Life Sciences	1210	Male	Research Scientist	Divorced	2107
30	No	Sales	Life Sciences	1211	Male	Sales Executive	Divorced	4115
40	No	Sales	Medical	1212	Male	Sales Executive	Married	4327
50	No	Research & Development	Medical	1215	Female	Manager	Married	17856
28	No	Research & Development	Medical	1216	Male	Laboratory Technician	Married	3196
46	No	Research & Development	Life Sciences	1217	Male	Research Director	Married	19081
35	No	Sales	Life Sciences	1218	Male	Sales Executive	Married	8966
24	Yes	Research & Development	Life Sciences	1219	Female	Laboratory Technician	Married	2210
33	No	Sales	Medical	1220	Female	Sales Executive	Married	4539
36	No	Research & Development	Life Sciences	1221	Male	Laboratory Technician	Divorced	2741
30	No	Research & Development	Life Sciences	1224	Male	Laboratory Technician	Divorced	3491
44	No	Research & Development	Other	1225	Male	Research Scientist	Single	4541
20	No	Sales	Marketing	1226	Male	Sales Representative	Single	2678
46	No	Research & Development	Technical Degree	1228	Male	Manufacturing Director	Divorced	7379
42	No	Human Resources	Medical	1231	Male	Human Resources	Married	6272
60	No	Sales	Marketing	1233	Male	Sales Executive	Divorced	5220
32	No	Research & Development	Other	1234	Female	Laboratory Technician	Married	2743
32	No	Research & Development	Life Sciences	1235	Female	Research Scientist	Single	4998
36	No	Research & Development	Technical Degree	1237	Female	Manufacturing Director	Divorced	10252
33	No	Research & Development	Medical	1238	Male	Research Scientist	Married	2781
40	No	Sales	Technical Degree	1239	Female	Sales Executive	Divorced	6852
25	No	Sales	Life Sciences	1240	Male	Sales Executive	Single	4950
30	No	Research & Development	Medical	1241	Male	Research Scientist	Married	3579
42	No	Research & Development	Medical	1242	Female	Research Director	Married	13191
35	No	Sales	Marketing	1243	Female	Sales Executive	Married	10377
27	No	Research & Development	Life Sciences	1244	Male	Research Scientist	Married	2235
54	No	Research & Development	Life Sciences	1245	Female	Manufacturing Director	Divorced	10502
44	No	Research & Development	Life Sciences	1246	Female	Research Scientist	Married	2011
19	Yes	Research & Development	Medical	1248	Female	Research Scientist	Single	1859
29	No	Research & Development	Life Sciences	1249	Female	Research Scientist	Divorced	3760
54	No	Research & Development	Life Sciences	1250	Male	Research Director	Married	17779
31	No	Research & Development	Medical	1251	Male	Healthcare Representative	Married	6833
31	No	Research & Development	Medical	1252	Female	Healthcare Representative	Single	6812
59	No	Sales	Life Sciences	1254	Female	Sales Executive	Single	5171
43	No	Research & Development	Life Sciences	1255	Male	Research Director	Married	19740
49	No	Research & Development	Medical	1256	Male	Manager	Married	18711
36	No	Research & Development	Technical Degree	1257	Male	Research Scientist	Married	3692
48	No	Research & Development	Technical Degree	1258	Male	Laboratory Technician	Single	2559
27	No	Research & Development	Life Sciences	1259	Male	Research Scientist	Divorced	2517
29	No	Research & Development	Life Sciences	1260	Male	Healthcare Representative	Divorced	6623
48	No	Research & Development	Life Sciences	1263	Male	Research Director	Single	18265
29	No	Research & Development	Life Sciences	1264	Female	Research Director	Divorced	16124
34	No	Research & Development	Technical Degree	1265	Female	Research Scientist	Married	2585
44	No	Sales	Marketing	1267	Male	Manager	Married	18213
33	No	Sales	Marketing	1268	Male	Sales Executive	Divorced	8380
19	No	Research & Development	Life Sciences	1269	Female	Research Scientist	Single	2994
23	No	Research & Development	Life Sciences	1270	Male	Research Scientist	Married	1223
25	Yes	Sales	Life Sciences	1273	Male	Sales Representative	Single	1118
26	No	Research & Development	Life Sciences	1275	Male	Research Scientist	Single	2875
45	Yes	Sales	Marketing	1277	Female	Manager	Single	18824
55	No	Research & Development	Medical	1278	Male	Healthcare Representative	Divorced	13577
21	Yes	Research & Development	Life Sciences	1279	Female	Laboratory Technician	Single	2625
46	No	Sales	Marketing	1280	Female	Manager	Married	18789
34	No	Sales	Marketing	1281	Female	Sales Executive	Single	4538
51	No	Sales	Life Sciences	1282	Male	Manager	Divorced	19847
59	No	Research & Development	Medical	1283	Male	Manufacturing Director	Single	10512
34	No	Research & Development	Medical	1285	Female	Laboratory Technician	Divorced	4444
28	No	Research & Development	Medical	1286	Male	Laboratory Technician	Single	2154
44	No	Research & Development	Life Sciences	1288	Male	Manager	Divorced	19190
34	No	Human Resources	Life Sciences	1289	Male	Human Resources	Married	4490
35	No	Research & Development	Life Sciences	1291	Male	Research Scientist	Married	3506
42	No	Research & Development	Medical	1292	Female	Research Scientist	Married	2372
43	No	Sales	Marketing	1293	Female	Sales Executive	Single	10231
36	No	Research & Development	Life Sciences	1294	Female	Manufacturing Director	Single	5410
44	Yes	Research & Development	Medical	1295	Female	Healthcare Representative	Married	7978
28	No	Research & Development	Life Sciences	1296	Male	Laboratory Technician	Married	3867
51	No	Research & Development	Medical	1297	Female	Laboratory Technician	Single	2838
30	No	Research & Development	Medical	1298	Female	Manufacturing Director	Single	4695
29	Yes	Research & Development	Technical Degree	1299	Female	Laboratory Technician	Divorced	3339
28	No	Research & Development	Technical Degree	1301	Male	Research Scientist	Single	2080
25	No	Research & Development	Medical	1303	Female	Research Scientist	Single	2096
32	No	Sales	Medical	1304	Male	Sales Executive	Married	6209
45	No	Research & Development	Medical	1306	Female	Manager	Single	18061
39	No	Research & Development	Medical	1307	Female	Manager	Divorced	17123
58	No	Research & Development	Life Sciences	1308	Male	Research Scientist	Divorced	2372
32	Yes	Research & Development	Life Sciences	1309	Male	Laboratory Technician	Married	4883
39	Yes	Research & Development	Medical	1310	Male	Research Scientist	Single	3904
30	No	Research & Development	Technical Degree	1311	Female	Laboratory Technician	Married	4627
36	No	Research & Development	Technical Degree	1312	Female	Healthcare Representative	Married	7094
46	No	Human Resources	Life Sciences	1314	Female	Human Resources	Single	3423
28	No	Research & Development	Life Sciences	1315	Female	Laboratory Technician	Married	6674
50	No	Research & Development	Life Sciences	1317	Female	Research Director	Married	16880
40	Yes	Sales	Marketing	1318	Male	Sales Executive	Single	9094
52	Yes	Sales	Life Sciences	1319	Male	Sales Executive	Single	8446
30	No	Research & Development	Medical	1321	Female	Manager	Married	11916
39	No	Research & Development	Life Sciences	1322	Male	Manufacturing Director	Single	4534
31	No	Sales	Life Sciences	1324	Female	Sales Executive	Divorced	9852
41	No	Sales	Medical	1329	Male	Sales Executive	Single	6151
31	Yes	Sales	Life Sciences	1331	Female	Sales Representative	Single	2302
44	Yes	Research & Development	Life Sciences	1333	Male	Laboratory Technician	Married	2362
42	No	Research & Development	Life Sciences	1334	Male	Manager	Married	17861
55	No	Research & Development	Medical	1336	Female	Manager	Married	19187
56	No	Human Resources	Life Sciences	1338	Male	Manager	Single	19717
40	No	Research & Development	Life Sciences	1340	Male	Research Scientist	Divorced	3544
34	No	Research & Development	Life Sciences	1344	Male	Healthcare Representative	Divorced	8500
40	No	Research & Development	Life Sciences	1346	Male	Research Scientist	Single	4661
41	No	Sales	Marketing	1349	Female	Sales Executive	Divorced	4103
35	No	Research & Development	Life Sciences	1350	Male	Research Scientist	Single	4249
51	No	Human Resources	Life Sciences	1352	Male	Manager	Divorced	14026
38	No	Sales	Life Sciences	1355	Female	Sales Executive	Divorced	6893
34	No	Sales	Medical	1356	Female	Sales Executive	Single	6125
25	No	Research & Development	Medical	1358	Male	Laboratory Technician	Married	3669
58	Yes	Research & Development	Medical	1360	Female	Manufacturing Director	Married	10008
40	No	Research & Development	Life Sciences	1361	Male	Laboratory Technician	Married	2387
36	No	Sales	Marketing	1362	Female	Sales Executive	Married	4639
48	No	Research & Development	Life Sciences	1363	Male	Manufacturing Director	Single	7898
27	No	Sales	Medical	1364	Female	Sales Representative	Married	2534
51	No	Research & Development	Technical Degree	1367	Female	Manufacturing Director	Single	13142
18	No	Research & Development	Life Sciences	1368	Female	Laboratory Technician	Single	1611
35	No	Research & Development	Medical	1369	Female	Laboratory Technician	Married	5363
27	No	Sales	Life Sciences	1371	Male	Sales Executive	Single	5071
55	Yes	Sales	Marketing	1372	Male	Sales Executive	Single	13695
56	No	Research & Development	Life Sciences	1373	Male	Manufacturing Director	Married	13402
34	No	Research & Development	Technical Degree	1374	Female	Research Scientist	Divorced	2029
40	No	Research & Development	Medical	1375	Female	Healthcare Representative	Divorced	6377
34	No	Research & Development	Medical	1377	Male	Laboratory Technician	Married	5429
31	Yes	Sales	Life Sciences	1379	Female	Sales Representative	Single	2785
35	Yes	Sales	Marketing	1380	Female	Sales Executive	Married	4614
38	No	Research & Development	Life Sciences	1382	Male	Research Scientist	Divorced	2610
34	No	Research & Development	Technical Degree	1383	Female	Healthcare Representative	Single	6687
28	No	Sales	Life Sciences	1387	Male	Sales Executive	Married	4724
31	Yes	Research & Development	Medical	1389	Male	Manufacturing Director	Married	6179
39	No	Sales	Life Sciences	1390	Male	Sales Executive	Married	6120
51	No	Sales	Marketing	1391	Male	Sales Executive	Married	10596
41	No	Research & Development	Life Sciences	1392	Female	Research Scientist	Divorced	5467
37	No	Research & Development	Life Sciences	1394	Male	Research Scientist	Married	2996
33	No	Sales	Life Sciences	1395	Male	Sales Executive	Married	9998
32	No	Sales	Marketing	1396	Male	Sales Executive	Married	4078
39	No	Research & Development	Life Sciences	1397	Male	Healthcare Representative	Married	10920
25	No	Sales	Life Sciences	1399	Male	Sales Executive	Married	6232
52	No	Research & Development	Medical	1401	Female	Manufacturing Director	Married	13247
43	No	Research & Development	Medical	1402	Female	Research Scientist	Single	4081
27	No	Sales	Marketing	1403	Female	Sales Executive	Married	5769
27	Yes	Research & Development	Life Sciences	1405	Female	Research Scientist	Single	2394
26	No	Research & Development	Medical	1407	Male	Research Scientist	Single	3904
42	No	Human Resources	Human Resources	1408	Female	Manager	Married	16799
52	No	Research & Development	Other	1409	Female	Laboratory Technician	Married	2950
37	No	Research & Development	Medical	1411	Female	Laboratory Technician	Single	3629
35	No	Research & Development	Life Sciences	1412	Male	Manufacturing Director	Single	9362
25	No	Research & Development	Technical Degree	1415	Male	Laboratory Technician	Married	3229
26	No	Research & Development	Other	1417	Male	Laboratory Technician	Single	3578
29	No	Human Resources	Other	1419	Male	Human Resources	Single	7988
49	Yes	Research & Development	Life Sciences	1420	Male	Laboratory Technician	Single	4284
29	Yes	Research & Development	Other	1421	Female	Healthcare Representative	Single	7553
54	No	Research & Development	Medical	1422	Female	Research Director	Single	17328
58	No	Research & Development	Medical	1423	Female	Research Director	Married	19701
55	No	Research & Development	Medical	1424	Male	Research Director	Divorced	14732
36	No	Sales	Marketing	1425	Female	Sales Executive	Single	9278
31	Yes	Sales	Life Sciences	1427	Female	Sales Representative	Single	1359
30	No	Sales	Marketing	1428	Female	Sales Executive	Divorced	4779
31	No	Research & Development	Life Sciences	1430	Female	Research Director	Single	16422
34	No	Research & Development	Other	1431	Male	Research Scientist	Divorced	2996
31	Yes	Research & Development	Life Sciences	1433	Female	Research Scientist	Single	1261
27	No	Research & Development	Life Sciences	1434	Male	Laboratory Technician	Married	2099
36	No	Research & Development	Life Sciences	1435	Male	Laboratory Technician	Single	5810
36	No	Sales	Marketing	1436	Female	Sales Executive	Married	5647
47	No	Research & Development	Technical Degree	1438	Male	Research Scientist	Married	3420
25	Yes	Sales	Life Sciences	1439	Male	Sales Representative	Married	4400
37	No	Research & Development	Technical Degree	1440	Male	Laboratory Technician	Single	3500
56	No	Research & Development	Life Sciences	1441	Female	Research Scientist	Married	2066
47	No	Research & Development	Medical	1443	Female	Research Director	Married	17169
24	No	Sales	Medical	1445	Female	Sales Executive	Married	4162
32	No	Sales	Marketing	1446	Male	Sales Executive	Married	9204
34	No	Research & Development	Life Sciences	1447	Female	Laboratory Technician	Married	3294
41	No	Research & Development	Medical	1448	Male	Research Scientist	Married	2127
40	No	Research & Development	Other	1449	Male	Laboratory Technician	Divorced	3975
31	No	Sales	Life Sciences	1453	Male	Sales Executive	Divorced	10793
46	Yes	Sales	Marketing	1457	Male	Sales Executive	Divorced	10096
39	Yes	Research & Development	Life Sciences	1458	Female	Laboratory Technician	Single	3646
31	Yes	Research & Development	Life Sciences	1459	Female	Manufacturing Director	Single	7446
45	No	Research & Development	Medical	1460	Male	Healthcare Representative	Divorced	10851
31	No	Human Resources	Medical	1461	Female	Human Resources	Single	2109
31	Yes	Research & Development	Life Sciences	1464	Male	Laboratory Technician	Married	3722
45	No	Research & Development	Technical Degree	1465	Male	Manufacturing Director	Married	9380
48	No	Sales	Marketing	1466	Male	Sales Executive	Divorced	5486
34	Yes	Human Resources	Technical Degree	1467	Female	Human Resources	Married	2742
40	No	Research & Development	Medical	1468	Male	Research Director	Divorced	13757
28	No	Sales	Medical	1469	Male	Sales Executive	Single	8463
44	No	Research & Development	Life Sciences	1471	Male	Laboratory Technician	Single	3162
53	No	Research & Development	Medical	1472	Male	Research Director	Single	16598
49	No	Research & Development	Technical Degree	1473	Male	Healthcare Representative	Married	6651
40	No	Research & Development	Medical	1474	Male	Research Scientist	Divorced	2345
44	No	Research & Development	Life Sciences	1475	Male	Research Scientist	Single	3420
33	No	Sales	Medical	1477	Male	Sales Executive	Married	4373
34	No	Sales	Other	1478	Male	Sales Executive	Single	4759
30	No	Sales	Life Sciences	1479	Male	Sales Executive	Married	5301
42	No	Research & Development	Medical	1480	Female	Laboratory Technician	Single	3673
44	No	Sales	Marketing	1481	Female	Sales Executive	Married	4768
30	No	Research & Development	Technical Degree	1482	Male	Research Scientist	Divorced	1274
57	No	Research & Development	Life Sciences	1483	Male	Research Scientist	Married	4900
49	No	Research & Development	Life Sciences	1484	Male	Healthcare Representative	Divorced	10466
34	No	Research & Development	Medical	1485	Male	Research Director	Divorced	17007
28	Yes	Sales	Technical Degree	1486	Male	Sales Representative	Married	2909
29	Yes	Sales	Technical Degree	1487	Female	Sales Executive	Single	5765
34	Yes	Sales	Medical	1489	Female	Sales Executive	Single	4599
35	No	Sales	Life Sciences	1492	Male	Sales Representative	Married	2404
24	Yes	Research & Development	Medical	1494	Male	Laboratory Technician	Single	3172
24	No	Sales	Life Sciences	1495	Female	Sales Representative	Married	2033
44	No	Research & Development	Medical	1496	Male	Manufacturing Director	Single	10209
29	No	Sales	Life Sciences	1497	Male	Sales Executive	Divorced	8620
30	No	Human Resources	Life Sciences	1499	Male	Human Resources	Divorced	2064
55	No	Research & Development	Life Sciences	1501	Male	Healthcare Representative	Married	4035
33	No	Research & Development	Medical	1502	Female	Laboratory Technician	Married	3838
47	No	Sales	Medical	1503	Female	Sales Executive	Married	4591
28	Yes	Research & Development	Medical	1504	Male	Laboratory Technician	Single	2561
28	No	Research & Development	Life Sciences	1506	Male	Research Scientist	Divorced	1563
28	No	Sales	Life Sciences	1507	Male	Sales Executive	Single	4898
49	No	Research & Development	Medical	1509	Female	Laboratory Technician	Married	4789
29	No	Research & Development	Life Sciences	1513	Female	Laboratory Technician	Married	3180
28	No	Research & Development	Life Sciences	1514	Male	Manufacturing Director	Married	6549
33	No	Research & Development	Life Sciences	1515	Male	Healthcare Representative	Single	6388
32	No	Research & Development	Medical	1516	Male	Manager	Single	11244
54	No	Research & Development	Medical	1520	Female	Manager	Divorced	16032
29	Yes	Research & Development	Technical Degree	1522	Male	Research Scientist	Single	2362
44	No	Research & Development	Life Sciences	1523	Male	Research Director	Married	16328
39	No	Research & Development	Life Sciences	1525	Female	Manufacturing Director	Single	8376
46	No	Sales	Life Sciences	1527	Female	Manager	Married	16606
35	No	Research & Development	Life Sciences	1529	Female	Healthcare Representative	Single	8606
23	No	Research & Development	Life Sciences	1533	Male	Laboratory Technician	Single	2272
40	Yes	Research & Development	Life Sciences	1534	Male	Laboratory Technician	Single	2018
34	No	Sales	Technical Degree	1535	Male	Sales Executive	Married	7083
31	Yes	Research & Development	Life Sciences	1537	Female	Research Scientist	Single	4084
50	No	Research & Development	Medical	1539	Male	Research Director	Single	14411
34	No	Sales	Technical Degree	1541	Male	Sales Representative	Married	2308
42	No	Research & Development	Medical	1542	Male	Laboratory Technician	Married	4841
37	No	Research & Development	Medical	1543	Male	Research Scientist	Married	4285
29	No	Research & Development	Other	1544	Female	Healthcare Representative	Married	9715
33	No	Research & Development	Life Sciences	1545	Male	Manufacturing Director	Single	4320
45	No	Research & Development	Technical Degree	1546	Male	Research Scientist	Married	2132
42	No	Research & Development	Life Sciences	1547	Male	Healthcare Representative	Married	10124
40	No	Sales	Medical	1548	Male	Sales Executive	Married	5473
33	No	Research & Development	Life Sciences	1549	Male	Laboratory Technician	Married	5207
40	No	Human Resources	Medical	1550	Male	Manager	Single	16437
24	No	Research & Development	Technical Degree	1551	Male	Laboratory Technician	Divorced	2296
40	No	Research & Development	Life Sciences	1552	Male	Healthcare Representative	Divorced	4069
45	No	Research & Development	Technical Degree	1553	Male	Healthcare Representative	Divorced	7441
35	No	Sales	Life Sciences	1554	Female	Sales Representative	Married	2430
32	No	Research & Development	Life Sciences	1555	Female	Research Scientist	Married	5878
36	No	Sales	Life Sciences	1556	Male	Sales Representative	Single	2644
48	No	Sales	Life Sciences	1557	Female	Sales Executive	Divorced	6439
29	No	Research & Development	Life Sciences	1558	Male	Research Scientist	Married	2451
33	No	Sales	Life Sciences	1560	Male	Sales Executive	Married	6392
30	Yes	Sales	Life Sciences	1562	Male	Sales Executive	Married	9714
38	No	Human Resources	Human Resources	1563	Male	Human Resources	Married	6077
35	No	Research & Development	Medical	1564	Male	Laboratory Technician	Single	2450
30	No	Sales	Technical Degree	1568	Male	Sales Executive	Married	9250
35	Yes	Research & Development	Life Sciences	1569	Female	Laboratory Technician	Divorced	2074
53	Yes	Research & Development	Technical Degree	1572	Female	Manufacturing Director	Married	10169
38	Yes	Research & Development	Medical	1573	Male	Manufacturing Director	Married	4855
32	No	Research & Development	Technical Degree	1574	Male	Research Scientist	Married	4087
48	No	Research & Development	Other	1576	Female	Research Scientist	Married	2367
34	No	Research & Development	Medical	1577	Male	Research Scientist	Single	2972
55	No	Sales	Marketing	1578	Male	Manager	Married	19586
34	No	Research & Development	Life Sciences	1580	Male	Research Scientist	Married	5484
26	No	Research & Development	Life Sciences	1581	Female	Research Scientist	Married	2061
38	No	Sales	Life Sciences	1582	Male	Sales Executive	Married	9924
38	No	Sales	Life Sciences	1583	Female	Sales Executive	Single	4198
36	No	Sales	Life Sciences	1585	Female	Sales Executive	Single	6815
29	No	Research & Development	Medical	1586	Male	Laboratory Technician	Single	4723
35	No	Research & Development	Medical	1587	Female	Healthcare Representative	Single	6142
39	No	Sales	Medical	1588	Male	Sales Executive	Married	8237
29	No	Research & Development	Life Sciences	1590	Male	Healthcare Representative	Divorced	8853
50	No	Sales	Marketing	1591	Male	Manager	Married	19331
23	No	Research & Development	Technical Degree	1592	Male	Research Scientist	Married	2073
36	No	Research & Development	Life Sciences	1594	Male	Laboratory Technician	Married	5562
42	No	Research & Development	Other	1595	Male	Manager	Single	19613
35	No	Research & Development	Life Sciences	1596	Male	Laboratory Technician	Married	3407
34	No	Research & Development	Technical Degree	1597	Male	Healthcare Representative	Married	5063
40	No	Sales	Life Sciences	1598	Female	Sales Executive	Married	4639
43	No	Research & Development	Technical Degree	1599	Male	Laboratory Technician	Divorced	4876
35	No	Research & Development	Life Sciences	1601	Male	Laboratory Technician	Married	2690
46	No	Sales	Life Sciences	1602	Male	Manager	Single	17567
28	Yes	Research & Development	Medical	1604	Male	Laboratory Technician	Married	2408
22	No	Research & Development	Other	1605	Female	Research Scientist	Married	2814
50	No	Research & Development	Medical	1606	Male	Healthcare Representative	Married	11245
32	No	Research & Development	Other	1607	Female	Research Scientist	Married	3312
44	No	Research & Development	Medical	1608	Female	Research Director	Divorced	19049
30	No	Research & Development	Medical	1609	Male	Research Scientist	Married	2141
45	No	Research & Development	Medical	1611	Female	Laboratory Technician	Single	5769
45	No	Sales	Marketing	1612	Male	Sales Executive	Married	4385
31	No	Sales	Other	1613	Male	Sales Executive	Single	5332
36	No	Research & Development	Life Sciences	1614	Female	Manufacturing Director	Married	4663
34	No	Research & Development	Life Sciences	1615	Male	Manufacturing Director	Divorced	4724
49	No	Research & Development	Life Sciences	1617	Female	Laboratory Technician	Married	3211
39	No	Research & Development	Medical	1618	Male	Manufacturing Director	Married	5377
27	No	Research & Development	Other	1619	Male	Laboratory Technician	Divorced	4066
35	No	Research & Development	Life Sciences	1621	Male	Research Scientist	Married	5208
28	No	Research & Development	Medical	1622	Female	Manufacturing Director	Divorced	4877
21	No	Research & Development	Medical	1623	Male	Research Scientist	Single	3117
18	Yes	Sales	Medical	1624	Female	Sales Representative	Single	1569
47	No	Human Resources	Life Sciences	1625	Female	Manager	Married	19658
39	No	Research & Development	Medical	1627	Male	Laboratory Technician	Divorced	3069
40	No	Research & Development	Life Sciences	1628	Female	Manufacturing Director	Married	10435
35	No	Research & Development	Life Sciences	1630	Female	Healthcare Representative	Married	4148
37	No	Research & Development	Life Sciences	1631	Male	Manufacturing Director	Married	5768
39	No	Research & Development	Medical	1633	Female	Manufacturing Director	Single	5042
45	No	Research & Development	Other	1635	Female	Manufacturing Director	Divorced	5770
38	No	Research & Development	Medical	1638	Female	Manufacturing Director	Married	7756
35	Yes	Sales	Medical	1639	Male	Sales Executive	Married	10306
37	No	Research & Development	Medical	1640	Female	Research Scientist	Married	3936
40	No	Research & Development	Life Sciences	1641	Female	Manufacturing Director	Single	7945
44	No	Human Resources	Human Resources	1642	Male	Human Resources	Married	5743
48	No	Research & Development	Medical	1644	Male	Manager	Married	15202
35	Yes	Sales	Medical	1645	Male	Sales Executive	Divorced	5440
24	No	Research & Development	Technical Degree	1646	Female	Research Scientist	Single	3760
27	No	Research & Development	Medical	1647	Female	Research Scientist	Married	3517
27	No	Research & Development	Medical	1648	Male	Research Scientist	Single	2580
40	Yes	Research & Development	Life Sciences	1649	Male	Laboratory Technician	Single	2166
29	No	Sales	Medical	1650	Male	Sales Executive	Single	5869
36	No	Research & Development	Life Sciences	1651	Female	Healthcare Representative	Married	8008
25	No	Research & Development	Life Sciences	1653	Male	Manufacturing Director	Divorced	5206
39	No	Research & Development	Medical	1654	Male	Manufacturing Director	Married	5295
49	No	Research & Development	Other	1655	Female	Research Director	Married	16413
50	No	Research & Development	Life Sciences	1656	Female	Research Director	Divorced	13269
20	No	Sales	Medical	1657	Female	Sales Representative	Single	2783
34	No	Research & Development	Life Sciences	1658	Female	Research Scientist	Divorced	5433
36	No	Research & Development	Life Sciences	1659	Male	Laboratory Technician	Single	2013
49	No	Research & Development	Life Sciences	1661	Female	Healthcare Representative	Married	13966
36	No	Research & Development	Medical	1662	Female	Manufacturing Director	Married	4374
36	No	Research & Development	Life Sciences	1664	Male	Healthcare Representative	Divorced	6842
54	No	Research & Development	Medical	1665	Female	Manager	Married	17426
43	No	Research & Development	Life Sciences	1666	Male	Research Director	Married	17603
35	Yes	Sales	Other	1667	Male	Sales Executive	Single	4581
38	No	Research & Development	Life Sciences	1668	Male	Research Scientist	Married	4735
29	No	Sales	Medical	1669	Male	Sales Executive	Divorced	4187
33	No	Sales	Medical	1670	Male	Sales Executive	Divorced	5505
32	No	Research & Development	Medical	1671	Male	Research Scientist	Divorced	5470
31	No	Sales	Life Sciences	1673	Female	Sales Executive	Married	5476
49	No	Research & Development	Medical	1674	Female	Laboratory Technician	Divorced	2587
38	No	Research & Development	Medical	1675	Female	Laboratory Technician	Single	2440
47	No	Sales	Life Sciences	1676	Female	Manager	Divorced	15972
49	No	Research & Development	Life Sciences	1677	Male	Manager	Single	15379
41	No	Sales	Life Sciences	1678	Male	Sales Executive	Single	7082
20	No	Sales	Life Sciences	1680	Male	Sales Representative	Single	2728
33	No	Sales	Life Sciences	1681	Female	Sales Executive	Divorced	5368
36	No	Research & Development	Life Sciences	1682	Male	Healthcare Representative	Married	5347
44	No	Human Resources	Life Sciences	1683	Female	Human Resources	Divorced	3195
23	Yes	Research & Development	Medical	1684	Male	Laboratory Technician	Single	3989
38	No	Research & Development	Medical	1687	Female	Laboratory Technician	Married	3306
53	No	Research & Development	Medical	1689	Male	Healthcare Representative	Married	7005
48	Yes	Sales	Medical	1691	Female	Sales Representative	Married	2655
32	Yes	Research & Development	Life Sciences	1692	Male	Laboratory Technician	Single	1393
26	No	Research & Development	Medical	1693	Male	Laboratory Technician	Single	2570
55	No	Research & Development	Technical Degree	1694	Male	Research Scientist	Divorced	3537
34	No	Research & Development	Medical	1696	Male	Laboratory Technician	Married	3986
60	No	Research & Development	Medical	1697	Male	Healthcare Representative	Divorced	10883
